구분	프로젝트	파일	라인	멤버	호출_문맥	캡처_변수	실행_스레드	호출_시점	예외_전달	위험도	변경_방법
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	1464	Drilling.UI.Menu.Menus.CMenuReview.BuildOneHoleCellHoleMatrixRows(System.Collections.Generic.IReadOnlyList<Drilling.Common.Review.ST_REVIEW_PLAN_POINT>, int)	points              .Where(point => point.CellNo == cellNo)              .GroupBy(GetMatrixRowIndex)              .OrderBy(group => group.Key)              .Select	this	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	중간	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	1468	lambda expression	group                      .OrderBy(GetMatrixColumnIndex)                      .Select	this	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	중간	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	1495	Drilling.UI.Menu.Menus.CMenuReview.BuildOneHolePreviewPoints(Drilling.Common.Review.ST_REVIEW_PLAN, Drilling.Common.Review.ST_REVIEW_PLAN)	reviewPlan.ReviewPoints              .ToDictionary	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	1498	Drilling.UI.Menu.Menus.CMenuReview.BuildOneHolePreviewPoints(Drilling.Common.Review.ST_REVIEW_PLAN, Drilling.Common.Review.ST_REVIEW_PLAN)	allPlan.Points              .Select	this,reviewPointByKey	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	중간	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	1533	Drilling.UI.Menu.Menus.CMenuReview.CaptureOneHoleResult(Drilling.Common.Review.ST_REVIEW_PLAN, string)	plan.ReviewPoints.FirstOrDefault	holeKey	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	중간	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	1559	Drilling.UI.Menu.Menus.CMenuReview.RestoreOneHoleReviewOffset(Drilling.Common.Review.ST_REVIEW_PLAN, string)	plan.Points                  .Select	holeKey,storedPoint	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	중간	이름 있는 조건/선택 메서드 또는 for/foreach
SwitchExpression	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	1589	Drilling.UI.Menu.Menus.CMenuReview.ToRunHoleDetail(Drilling.Common.Review.ST_REVIEW_PLAN_POINT)	ReturnStatement	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	일반 switch 문과 명시적 return/대입
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	1604	Drilling.UI.Menu.Menus.CMenuReview.CalculateHoleMapColumnCount(Drilling.Common.Review.ST_REVIEW_PLAN, int)	allPlan.Points              .Where	cellNo	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	중간	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	1613	Drilling.UI.Menu.Menus.CMenuReview.CalculateHoleMapColumnCount(Drilling.Common.Review.ST_REVIEW_PLAN, int)	cellPoints              .Select	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	1627	Drilling.UI.Menu.Menus.CMenuReview.CreatePointSelectRows(Drilling.Common.Review.ST_REVIEW_PLAN, System.Collections.Generic.IReadOnlySet<string>, Drilling.UI.Menu.CButtonCommand)	reviewPlan.Points.OrderBy	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	1627	Drilling.UI.Menu.Menus.CMenuReview.CreatePointSelectRows(Drilling.Common.Review.ST_REVIEW_PLAN, System.Collections.Generic.IReadOnlySet<string>, Drilling.UI.Menu.CButtonCommand)	reviewPlan.Points.OrderBy(point => point.CellNo).ThenBy	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	1660	Drilling.UI.Menu.Menus.CMenuReview.BuildResultRows(Drilling.Common.Review.ST_REVIEW_PLAN)	selectedRows              .Select	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	1700	Drilling.UI.Menu.Menus.CMenuReview.GetSelectedOneHoleName()	.Points.FirstOrDefault	this	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	중간	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	1720	Drilling.UI.Menu.Menus.CMenuReview.GetPlanHoleKeys(Drilling.Common.Review.ST_REVIEW_PLAN?)	allPlan.Points.Select	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	1729	Drilling.UI.Menu.Menus.CMenuReview.GetPlanHoleKeys(Drilling.Common.Review.ST_REVIEW_PLAN?)	_selectedSampleHoleKeys              .Where	allPlan,key	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	중간	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	1729	lambda expression	allPlan.Points.Any	key	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	중간	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	1730	Drilling.UI.Menu.Menus.CMenuReview.GetPlanHoleKeys(Drilling.Common.Review.ST_REVIEW_PLAN?)	_selectedSampleHoleKeys              .Where(key => allPlan.Points.Any(point => point.HoleKey.Equals(key, StringComparison.OrdinalIgnoreCase)))              .OrderBy	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	1737	Drilling.UI.Menu.Menus.CMenuReview.CreateDefaultSampleHoleKeys(Drilling.Common.Review.ST_REVIEW_PLAN)	allPlan.Points              .GroupBy	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	1738	Drilling.UI.Menu.Menus.CMenuReview.CreateDefaultSampleHoleKeys(Drilling.Common.Review.ST_REVIEW_PLAN)	allPlan.Points              .GroupBy(point => point.CellNo)              .SelectMany	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	1740	lambda expression	group.OrderBy	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	1775	Drilling.UI.Menu.Menus.CMenuReview.SelectZeroLineKeys(Drilling.Common.Review.ST_REVIEW_PLAN, int)	plan.Points.Min	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	이름 있는 메서드 또는 명시적 반복문
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	1775	Drilling.UI.Menu.Menus.CMenuReview.SelectZeroLineKeys(Drilling.Common.Review.ST_REVIEW_PLAN, int)	plan.Points.Max	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	이름 있는 메서드 또는 명시적 반복문
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	1779	Drilling.UI.Menu.Menus.CMenuReview.SelectZeroLineKeys(Drilling.Common.Review.ST_REVIEW_PLAN, int)	plan.Points              .OrderBy	targetY	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	중간	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	1780	Drilling.UI.Menu.Menus.CMenuReview.SelectZeroLineKeys(Drilling.Common.Review.ST_REVIEW_PLAN, int)	plan.Points              .OrderBy(point => Math.Abs(point.DesignY - targetY))              .ThenBy	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	1782	Drilling.UI.Menu.Menus.CMenuReview.SelectZeroLineKeys(Drilling.Common.Review.ST_REVIEW_PLAN, int)	plan.Points              .OrderBy(point => Math.Abs(point.DesignY - targetY))              .ThenBy(point => point.DesignX)              .Take(count)              .Select	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
SwitchExpression	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	1808	Drilling.UI.Menu.Menus.CMenuReview.ToRuleText(Drilling.Common.Review.EN_REVIEW_RULE_TYPE)	ReturnStatement	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	일반 switch 문과 명시적 return/대입
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	1845	Drilling.UI.Menu.Menus.CMenuReview.ValidateRuleFileName(string)	nameWithoutExtension.Any	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
SwitchExpression	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	1878	Drilling.UI.Menu.Menus.CMenuReview.ToStateText(Drilling.Common.Review.EN_REVIEW_POINT_STATE)	ReturnStatement	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	일반 switch 문과 명시적 return/대입
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	1933	Drilling.UI.Menu.Menus.ST_REVIEW_SET_ROW.StateBrush.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	1945	Drilling.UI.Menu.Menus.ST_REVIEW_RUN_HOLE_ROW.StateBrush.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	1947	Drilling.UI.Menu.Menus.ST_REVIEW_RUN_HOLE_ROW.BorderBrush.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	1951	Drilling.UI.Menu.Menus.ST_REVIEW_RUN_HOLE_ROW.BackgroundBrush.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
SwitchExpression	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	1973	Drilling.UI.Menu.Menus.CReviewStatusBrush.ForState(string)	ReturnStatement	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	일반 switch 문과 명시적 return/대입
SwitchExpression	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	1986	Drilling.UI.Menu.Menus.CReviewStatusBrush.ForState(Drilling.Common.Review.EN_REVIEW_POINT_STATE)	ReturnStatement	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	일반 switch 문과 명시적 return/대입
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	2031	Drilling.UI.Menu.Menus.ST_REVIEW_POINT_SELECT_ROW.UseText.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	2033	Drilling.UI.Menu.Menus.ST_REVIEW_POINT_SELECT_ROW.StateText.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	2035	Drilling.UI.Menu.Menus.ST_REVIEW_POINT_SELECT_ROW.UseBrush.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	2037	Drilling.UI.Menu.Menus.ST_REVIEW_POINT_SELECT_ROW.BorderBrush.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	2039	Drilling.UI.Menu.Menus.ST_REVIEW_POINT_SELECT_ROW.BackgroundBrush.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	2055	Drilling.UI.Menu.Menus.ST_REVIEW_RESULT_ROW.JudgeBrush.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuReview.cs	2065	Drilling.UI.Menu.Menus.ST_REVIEW_HISTORY_ROW.ResultBrush.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	60	Drilling.UI.Menu.Menus.CMenuSetting.CMenuSetting(Drilling.Common.Managers.ISettingManager, System.Func<string>, System.Action<string>, System.Func<string>, System.Action<string>, System.Func<Drilling.UI.Menu.Menus.CMenuSetting?>, System.Action<string>, System.Action<Drilling.UI.Menu.Menus.EN_MENU, string>, System.Action, System.Func<System.Threading.Tasks.Task>)	Argument	this	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	이름 있는 메서드 또는 명시적 반복문
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	61	Drilling.UI.Menu.Menus.CMenuSetting.CMenuSetting(Drilling.Common.Managers.ISettingManager, System.Func<string>, System.Action<string>, System.Func<string>, System.Action<string>, System.Func<Drilling.UI.Menu.Menus.CMenuSetting?>, System.Action<string>, System.Action<Drilling.UI.Menu.Menus.EN_MENU, string>, System.Action, System.Func<System.Threading.Tasks.Task>)	Argument	this	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	이름 있는 메서드 또는 명시적 반복문
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	62	Drilling.UI.Menu.Menus.CMenuSetting.CMenuSetting(Drilling.Common.Managers.ISettingManager, System.Func<string>, System.Action<string>, System.Func<string>, System.Action<string>, System.Func<Drilling.UI.Menu.Menus.CMenuSetting?>, System.Action<string>, System.Action<Drilling.UI.Menu.Menus.EN_MENU, string>, System.Action, System.Func<System.Threading.Tasks.Task>)	Argument	this	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	이름 있는 메서드 또는 명시적 반복문
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	62	Drilling.UI.Menu.Menus.CMenuSetting.CMenuSetting(Drilling.Common.Managers.ISettingManager, System.Func<string>, System.Action<string>, System.Func<string>, System.Action<string>, System.Func<Drilling.UI.Menu.Menus.CMenuSetting?>, System.Action<string>, System.Action<Drilling.UI.Menu.Menus.EN_MENU, string>, System.Action, System.Func<System.Threading.Tasks.Task>)	Argument	this	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	이름 있는 메서드 또는 명시적 반복문
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	63	Drilling.UI.Menu.Menus.CMenuSetting.CMenuSetting(Drilling.Common.Managers.ISettingManager, System.Func<string>, System.Action<string>, System.Func<string>, System.Action<string>, System.Func<Drilling.UI.Menu.Menus.CMenuSetting?>, System.Action<string>, System.Action<Drilling.UI.Menu.Menus.EN_MENU, string>, System.Action, System.Func<System.Threading.Tasks.Task>)	Argument	this	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	이름 있는 메서드 또는 명시적 반복문
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	63	Drilling.UI.Menu.Menus.CMenuSetting.CMenuSetting(Drilling.Common.Managers.ISettingManager, System.Func<string>, System.Action<string>, System.Func<string>, System.Action<string>, System.Func<Drilling.UI.Menu.Menus.CMenuSetting?>, System.Action<string>, System.Action<Drilling.UI.Menu.Menus.EN_MENU, string>, System.Action, System.Func<System.Threading.Tasks.Task>)	Argument	this	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	이름 있는 메서드 또는 명시적 반복문
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	64	Drilling.UI.Menu.Menus.CMenuSetting.CMenuSetting(Drilling.Common.Managers.ISettingManager, System.Func<string>, System.Action<string>, System.Func<string>, System.Action<string>, System.Func<Drilling.UI.Menu.Menus.CMenuSetting?>, System.Action<string>, System.Action<Drilling.UI.Menu.Menus.EN_MENU, string>, System.Action, System.Func<System.Threading.Tasks.Task>)	Argument	this	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	이름 있는 메서드 또는 명시적 반복문
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	65	Drilling.UI.Menu.Menus.CMenuSetting.CMenuSetting(Drilling.Common.Managers.ISettingManager, System.Func<string>, System.Action<string>, System.Func<string>, System.Action<string>, System.Func<Drilling.UI.Menu.Menus.CMenuSetting?>, System.Action<string>, System.Action<Drilling.UI.Menu.Menus.EN_MENU, string>, System.Action, System.Func<System.Threading.Tasks.Task>)	Argument	this	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	이름 있는 메서드 또는 명시적 반복문
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	66	Drilling.UI.Menu.Menus.CMenuSetting.CMenuSetting(Drilling.Common.Managers.ISettingManager, System.Func<string>, System.Action<string>, System.Func<string>, System.Action<string>, System.Func<Drilling.UI.Menu.Menus.CMenuSetting?>, System.Action<string>, System.Action<Drilling.UI.Menu.Menus.EN_MENU, string>, System.Action, System.Func<System.Threading.Tasks.Task>)	Argument	this	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	이름 있는 메서드 또는 명시적 반복문
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	69	Drilling.UI.Menu.Menus.CMenuSetting.Menu.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	109	Drilling.UI.Menu.Menus.CMenuSetting.IsInterfaceTab.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	111	Drilling.UI.Menu.Menus.CMenuSetting.IsParameterTab.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	115	Drilling.UI.Menu.Menus.CMenuSetting.SelectedInterfaceRow.get	GetAccessorDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	142	Drilling.UI.Menu.Menus.CMenuSetting.CanOperateSelectedInterface.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	156	Drilling.UI.Menu.Menus.CMenuSetting.Build(System.Threading.CancellationToken)	sectionParameters.Select	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	180	Drilling.UI.Menu.Menus.CMenuSetting.Build(System.Threading.CancellationToken)	allRows.Where	selectedGroup	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	중간	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	183	Drilling.UI.Menu.Menus.CMenuSetting.Build(System.Threading.CancellationToken)	allInterfaceRows.Where	selectedGroup	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	중간	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	192	Drilling.UI.Menu.Menus.CMenuSetting.Build(System.Threading.CancellationToken)	groups.Select	selectedGroup	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	중간	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	345	Drilling.UI.Menu.Menus.CMenuSetting.Save()	AllParameterRows              .Select	section	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	중간	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	463	Drilling.UI.Menu.Menus.CMenuSetting.GetSelectedInterfaceRow(System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_SETTING_INTERFACE_ROW>, Drilling.UI.Menu.Menus.ST_SETTING_INTERFACE_ROW?)	rows.FirstOrDefault	current	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	중간	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	464	Drilling.UI.Menu.Menus.CMenuSetting.GetSelectedInterfaceRow(System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_SETTING_INTERFACE_ROW>, Drilling.UI.Menu.Menus.ST_SETTING_INTERFACE_ROW?)	rows.FirstOrDefault	current	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	중간	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	496	Drilling.UI.Menu.Menus.CMenuSetting.BuildTabs(string)	Sections              .Select	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	497	Drilling.UI.Menu.Menus.CMenuSetting.BuildTabs(string)	Sections              .Select(section => ToTabText(section))              .Select	selectedTab	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	중간	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	505	Drilling.UI.Menu.Menus.CMenuSetting.BuildParameterRows(System.Collections.Generic.IReadOnlyList<Drilling.Common.Managers.ST_SYSTEM_PARAMETER>)	parameters              .Where	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	506	Drilling.UI.Menu.Menus.CMenuSetting.BuildParameterRows(System.Collections.Generic.IReadOnlyList<Drilling.Common.Managers.ST_SYSTEM_PARAMETER>)	parameters              .Where(parameter => parameter.Show && parameter.Use)              .Select	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	525	Drilling.UI.Menu.Menus.CMenuSetting.BuildGroups(System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_SYSTEM_PARAMETER_ROW>)	rows              .Select	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	526	Drilling.UI.Menu.Menus.CMenuSetting.BuildGroups(System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_SYSTEM_PARAMETER_ROW>)	rows              .Select(row => row.Group)              .Where	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.UI	Drilling.UI/Menu/Menus/CMenuSetting.cs	536	Drilling.UI.Menu.Menus.CMenuSetting.BuildInterfaceGroups(System.Collections.Generic.IReadOnlyList<Drilling.UI.Menu.Menus.ST_SETTING_INTERFACE_ROW>)	rows              .Select	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
